peak_id,retention_time,initial_time,final_time,peak_area,peak_height,date,solute_concentration_mM
18.33333,-12,,,,,2021-03-15,15.0
18.34167,-13,,,,,2021-03-15,15.0
18.35000,-13,,,,,2021-03-15,15.0
18.35833,-14,,,,,2021-03-15,15.0
18.36667,-15,,,,,2021-03-15,15.0
18.37500,-16,,,,,2021-03-15,15.0
18.38333,-17,,,,,2021-03-15,15.0
18.39167,-17,,,,,2021-03-15,15.0
18.40000,-18,,,,,2021-03-15,15.0
18.40833,-19,,,,,2021-03-15,15.0
18.41667,-19,,,,,2021-03-15,15.0
18.42500,-20,,,,,2021-03-15,15.0
18.43333,-20,,,,,2021-03-15,15.0
18.44167,-21,,,,,2021-03-15,15.0
18.45000,-21,,,,,2021-03-15,15.0
18.45833,-22,,,,,2021-03-15,15.0
18.46667,-23,,,,,2021-03-15,15.0
18.47500,-23,,,,,2021-03-15,15.0
18.48333,-24,,,,,2021-03-15,15.0
18.49167,-25,,,,,2021-03-15,15.0
18.50000,-25,,,,,2021-03-15,15.0
18.50833,-26,,,,,2021-03-15,15.0
18.51667,-26,,,,,2021-03-15,15.0
18.52500,-27,,,,,2021-03-15,15.0
18.53333,-28,,,,,2021-03-15,15.0
18.54167,-28,,,,,2021-03-15,15.0
18.55000,-29,,,,,2021-03-15,15.0
18.55833,-30,,,,,2021-03-15,15.0
18.56667,-31,,,,,2021-03-15,15.0
18.57500,-31,,,,,2021-03-15,15.0
18.58333,-32,,,,,2021-03-15,15.0
18.59167,-32,,,,,2021-03-15,15.0
18.60000,-33,,,,,2021-03-15,15.0
18.60833,-34,,,,,2021-03-15,15.0
18.61667,-35,,,,,2021-03-15,15.0
18.62500,-36,,,,,2021-03-15,15.0
18.63333,-37,,,,,2021-03-15,15.0
18.64167,-37,,,,,2021-03-15,15.0
18.65000,-38,,,,,2021-03-15,15.0
18.65833,-39,,,,,2021-03-15,15.0
18.66667,-40,,,,,2021-03-15,15.0
18.67500,-41,,,,,2021-03-15,15.0
18.68333,-42,,,,,2021-03-15,15.0
18.69167,-42,,,,,2021-03-15,15.0
18.70000,-43,,,,,2021-03-15,15.0
18.70833,-43,,,,,2021-03-15,15.0
18.71667,-44,,,,,2021-03-15,15.0
18.72500,-44,,,,,2021-03-15,15.0
18.73333,-45,,,,,2021-03-15,15.0
18.74167,-45,,,,,2021-03-15,15.0
18.75000,-46,,,,,2021-03-15,15.0
18.75833,-46,,,,,2021-03-15,15.0
18.76667,-46,,,,,2021-03-15,15.0
18.77500,-46,,,,,2021-03-15,15.0
18.78333,-46,,,,,2021-03-15,15.0
18.79167,-46,,,,,2021-03-15,15.0
18.80000,-46,,,,,2021-03-15,15.0
18.80833,-47,,,,,2021-03-15,15.0
18.81667,-47,,,,,2021-03-15,15.0
18.82500,-47,,,,,2021-03-15,15.0
18.83333,-47,,,,,2021-03-15,15.0
18.84167,-47,,,,,2021-03-15,15.0
18.85000,-46,,,,,2021-03-15,15.0
18.85833,-46,,,,,2021-03-15,15.0
18.86667,-46,,,,,2021-03-15,15.0
18.87500,-46,,,,,2021-03-15,15.0
18.88333,-45,,,,,2021-03-15,15.0
18.89167,-45,,,,,2021-03-15,15.0
18.90000,-45,,,,,2021-03-15,15.0
18.90833,-45,,,,,2021-03-15,15.0
18.91667,-45,,,,,2021-03-15,15.0
18.92500,-45,,,,,2021-03-15,15.0
18.93333,-44,,,,,2021-03-15,15.0
18.94167,-44,,,,,2021-03-15,15.0
18.95000,-43,,,,,2021-03-15,15.0
18.95833,-42,,,,,2021-03-15,15.0
18.96667,-41,,,,,2021-03-15,15.0
18.97500,-41,,,,,2021-03-15,15.0
18.98333,-40,,,,,2021-03-15,15.0
18.99167,-40,,,,,2021-03-15,15.0
19.00000,-39,,,,,2021-03-15,15.0
19.00833,-38,,,,,2021-03-15,15.0
19.01667,-38,,,,,2021-03-15,15.0
19.02500,-37,,,,,2021-03-15,15.0
19.03333,-36,,,,,2021-03-15,15.0
19.04167,-35,,,,,2021-03-15,15.0
19.05000,-34,,,,,2021-03-15,15.0
19.05833,-33,,,,,2021-03-15,15.0
19.06667,-33,,,,,2021-03-15,15.0
19.07500,-32,,,,,2021-03-15,15.0
19.08333,-32,,,,,2021-03-15,15.0
19.09167,-31,,,,,2021-03-15,15.0
19.10000,-30,,,,,2021-03-15,15.0
19.10833,-29,,,,,2021-03-15,15.0
19.11667,-29,,,,,2021-03-15,15.0
19.12500,-28,,,,,2021-03-15,15.0
19.13333,-27,,,,,2021-03-15,15.0
19.14167,-27,,,,,2021-03-15,15.0
19.15000,-25,,,,,2021-03-15,15.0
19.15833,-25,,,,,2021-03-15,15.0
19.16667,-24,,,,,2021-03-15,15.0
19.17500,-24,,,,,2021-03-15,15.0
19.18333,-24,,,,,2021-03-15,15.0
19.19167,-23,,,,,2021-03-15,15.0
19.20000,-23,,,,,2021-03-15,15.0
19.20833,-23,,,,,2021-03-15,15.0
19.21667,-22,,,,,2021-03-15,15.0
19.22500,-22,,,,,2021-03-15,15.0
19.23333,-23,,,,,2021-03-15,15.0
19.24167,-23,,,,,2021-03-15,15.0
19.25000,-23,,,,,2021-03-15,15.0
19.25833,-23,,,,,2021-03-15,15.0
19.26667,-23,,,,,2021-03-15,15.0
19.27500,-24,,,,,2021-03-15,15.0
19.28333,-24,,,,,2021-03-15,15.0
19.29167,-25,,,,,2021-03-15,15.0
19.30000,-26,,,,,2021-03-15,15.0
19.30833,-27,,,,,2021-03-15,15.0
19.31667,-27,,,,,2021-03-15,15.0
19.32500,-29,,,,,2021-03-15,15.0
19.33333,-30,,,,,2021-03-15,15.0
19.34167,-31,,,,,2021-03-15,15.0
19.35000,-32,,,,,2021-03-15,15.0
19.35833,-33,,,,,2021-03-15,15.0
19.36667,-34,,,,,2021-03-15,15.0
19.37500,-34,,,,,2021-03-15,15.0
19.38333,-35,,,,,2021-03-15,15.0
19.39167,-37,,,,,2021-03-15,15.0
19.40000,-38,,,,,2021-03-15,15.0
19.40833,-39,,,,,2021-03-15,15.0
19.41667,-40,,,,,2021-03-15,15.0
19.42500,-41,,,,,2021-03-15,15.0
19.43333,-42,,,,,2021-03-15,15.0
19.44167,-44,,,,,2021-03-15,15.0
19.45000,-45,,,,,2021-03-15,15.0
19.45833,-47,,,,,2021-03-15,15.0
19.46667,-49,,,,,2021-03-15,15.0
19.47500,-50,,,,,2021-03-15,15.0
19.48333,-51,,,,,2021-03-15,15.0
19.49167,-53,,,,,2021-03-15,15.0
19.50000,-54,,,,,2021-03-15,15.0
19.50833,-55,,,,,2021-03-15,15.0
19.51667,-56,,,,,2021-03-15,15.0
19.52500,-57,,,,,2021-03-15,15.0
19.53333,-59,,,,,2021-03-15,15.0
19.54167,-60,,,,,2021-03-15,15.0
19.55000,-61,,,,,2021-03-15,15.0
19.55833,-62,,,,,2021-03-15,15.0
19.56667,-64,,,,,2021-03-15,15.0
19.57500,-65,,,,,2021-03-15,15.0
19.58333,-66,,,,,2021-03-15,15.0
19.59167,-67,,,,,2021-03-15,15.0
19.60000,-68,,,,,2021-03-15,15.0
19.60833,-69,,,,,2021-03-15,15.0
19.61667,-69,,,,,2021-03-15,15.0
19.62500,-70,,,,,2021-03-15,15.0
19.63333,-71,,,,,2021-03-15,15.0
19.64167,-71,,,,,2021-03-15,15.0
19.65000,-72,,,,,2021-03-15,15.0
19.65833,-73,,,,,2021-03-15,15.0
19.66667,-74,,,,,2021-03-15,15.0
19.67500,-74,,,,,2021-03-15,15.0
19.68333,-74,,,,,2021-03-15,15.0
19.69167,-74,,,,,2021-03-15,15.0
19.70000,-74,,,,,2021-03-15,15.0
19.70833,-74,,,,,2021-03-15,15.0
19.71667,-74,,,,,2021-03-15,15.0
19.72500,-74,,,,,2021-03-15,15.0
19.73333,-74,,,,,2021-03-15,15.0
19.74167,-74,,,,,2021-03-15,15.0
19.75000,-74,,,,,2021-03-15,15.0
19.75833,-73,,,,,2021-03-15,15.0
19.76667,-73,,,,,2021-03-15,15.0
19.77500,-72,,,,,2021-03-15,15.0
19.78333,-72,,,,,2021-03-15,15.0
19.79167,-72,,,,,2021-03-15,15.0
19.80000,-72,,,,,2021-03-15,15.0
19.80833,-71,,,,,2021-03-15,15.0
19.81667,-70,,,,,2021-03-15,15.0
19.82500,-70,,,,,2021-03-15,15.0
19.83333,-69,,,,,2021-03-15,15.0
19.84167,-68,,,,,2021-03-15,15.0
19.85000,-67,,,,,2021-03-15,15.0
19.85833,-67,,,,,2021-03-15,15.0
19.86667,-66,,,,,2021-03-15,15.0
19.87500,-65,,,,,2021-03-15,15.0
19.88333,-64,,,,,2021-03-15,15.0
19.89167,-64,,,,,2021-03-15,15.0
19.90000,-63,,,,,2021-03-15,15.0
19.90833,-62,,,,,2021-03-15,15.0
19.91667,-61,,,,,2021-03-15,15.0
19.92500,-61,,,,,2021-03-15,15.0
19.93333,-60,,,,,2021-03-15,15.0
19.94167,-59,,,,,2021-03-15,15.0
19.95000,-58,,,,,2021-03-15,15.0
19.95833,-57,,,,,2021-03-15,15.0
19.96667,-56,,,,,2021-03-15,15.0
19.97500,-56,,,,,2021-03-15,15.0
19.98333,-55,,,,,2021-03-15,15.0
19.99167,-54,,,,,2021-03-15,15.0
20.00000,-54,,,,,2021-03-15,15.0
20.00833,-53,,,,,2021-03-15,15.0
20.01667,-53,,,,,2021-03-15,15.0
20.02500,-53,,,,,2021-03-15,15.0
20.03333,-53,,,,,2021-03-15,15.0
20.04167,-53,,,,,2021-03-15,15.0
20.05000,-53,,,,,2021-03-15,15.0
20.05833,-52,,,,,2021-03-15,15.0
20.06667,-52,,,,,2021-03-15,15.0
20.07500,-52,,,,,2021-03-15,15.0
20.08333,-52,,,,,2021-03-15,15.0
20.09167,-53,,,,,2021-03-15,15.0
20.10000,-53,,,,,2021-03-15,15.0
20.10833,-53,,,,,2021-03-15,15.0
20.11667,-54,,,,,2021-03-15,15.0
20.12500,-54,,,,,2021-03-15,15.0
20.13333,-54,,,,,2021-03-15,15.0
20.14167,-54,,,,,2021-03-15,15.0
20.15000,-54,,,,,2021-03-15,15.0
20.15833,-54,,,,,2021-03-15,15.0
20.16667,-55,,,,,2021-03-15,15.0
20.17500,-55,,,,,2021-03-15,15.0
20.18333,-56,,,,,2021-03-15,15.0
20.19167,-56,,,,,2021-03-15,15.0
20.20000,-57,,,,,2021-03-15,15.0
20.20833,-57,,,,,2021-03-15,15.0
20.21667,-58,,,,,2021-03-15,15.0
20.22500,-58,,,,,2021-03-15,15.0
20.23333,-58,,,,,2021-03-15,15.0
20.24167,-59,,,,,2021-03-15,15.0
20.25000,-60,,,,,2021-03-15,15.0
20.25833,-60,,,,,2021-03-15,15.0
20.26667,-60,,,,,2021-03-15,15.0
20.27500,-60,,,,,2021-03-15,15.0
20.28333,-61,,,,,2021-03-15,15.0
20.29167,-61,,,,,2021-03-15,15.0
20.30000,-61,,,,,2021-03-15,15.0
20.30833,-61,,,,,2021-03-15,15.0
20.31667,-61,,,,,2021-03-15,15.0
20.32500,-61,,,,,2021-03-15,15.0
20.33333,-61,,,,,2021-03-15,15.0
20.34167,-61,,,,,2021-03-15,15.0
20.35000,-61,,,,,2021-03-15,15.0
20.35833,-61,,,,,2021-03-15,15.0
20.36667,-61,,,,,2021-03-15,15.0
20.37500,-61,,,,,2021-03-15,15.0
20.38333,-61,,,,,2021-03-15,15.0
20.39167,-61,,,,,2021-03-15,15.0
20.40000,-61,,,,,2021-03-15,15.0
20.40833,-60,,,,,2021-03-15,15.0
20.41667,-60,,,,,2021-03-15,15.0
20.42500,-60,,,,,2021-03-15,15.0
20.43333,-59,,,,,2021-03-15,15.0
20.44167,-59,,,,,2021-03-15,15.0
20.45000,-59,,,,,2021-03-15,15.0
20.45833,-60,,,,,2021-03-15,15.0
20.46667,-60,,,,,2021-03-15,15.0
20.47500,-60,,,,,2021-03-15,15.0
20.48333,-60,,,,,2021-03-15,15.0
20.49167,-59,,,,,2021-03-15,15.0
20.50000,-59,,,,,2021-03-15,15.0
20.50833,-59,,,,,2021-03-15,15.0
20.51667,-60,,,,,2021-03-15,15.0
20.52500,-60,,,,,2021-03-15,15.0
20.53333,-60,,,,,2021-03-15,15.0
20.54167,-60,,,,,2021-03-15,15.0
20.55000,-60,,,,,2021-03-15,15.0
20.55833,-60,,,,,2021-03-15,15.0
20.56667,-60,,,,,2021-03-15,15.0
20.57500,-60,,,,,2021-03-15,15.0
20.58333,-60,,,,,2021-03-15,15.0
20.59167,-60,,,,,2021-03-15,15.0
20.60000,-60,,,,,2021-03-15,15.0
20.60833,-60,,,,,2021-03-15,15.0
20.61667,-60,,,,,2021-03-15,15.0
20.62500,-60,,,,,2021-03-15,15.0
20.63333,-60,,,,,2021-03-15,15.0
20.64167,-60,,,,,2021-03-15,15.0
20.65000,-60,,,,,2021-03-15,15.0
20.65833,-61,,,,,2021-03-15,15.0
20.66667,-61,,,,,2021-03-15,15.0
20.67500,-62,,,,,2021-03-15,15.0
20.68333,-62,,,,,2021-03-15,15.0
20.69167,-63,,,,,2021-03-15,15.0
20.70000,-63,,,,,2021-03-15,15.0
20.70833,-64,,,,,2021-03-15,15.0
20.71667,-64,,,,,2021-03-15,15.0
20.72500,-65,,,,,2021-03-15,15.0
20.73333,-66,,,,,2021-03-15,15.0
20.74167,-66,,,,,2021-03-15,15.0
20.75000,-67,,,,,2021-03-15,15.0
20.75833,-67,,,,,2021-03-15,15.0
20.76667,-68,,,,,2021-03-15,15.0
20.77500,-69,,,,,2021-03-15,15.0
20.78333,-69,,,,,2021-03-15,15.0
20.79167,-70,,,,,2021-03-15,15.0
20.80000,-70,,,,,2021-03-15,15.0
20.80833,-70,,,,,2021-03-15,15.0
20.81667,-71,,,,,2021-03-15,15.0
20.82500,-72,,,,,2021-03-15,15.0
20.83333,-73,,,,,2021-03-15,15.0
20.84167,-74,,,,,2021-03-15,15.0
20.85000,-75,,,,,2021-03-15,15.0
20.85833,-76,,,,,2021-03-15,15.0
20.86667,-77,,,,,2021-03-15,15.0
20.87500,-79,,,,,2021-03-15,15.0
20.88333,-80,,,,,2021-03-15,15.0
20.89167,-81,,,,,2021-03-15,15.0
20.90000,-83,,,,,2021-03-15,15.0
20.90833,-84,,,,,2021-03-15,15.0
20.91667,-85,,,,,2021-03-15,15.0
20.92500,-86,,,,,2021-03-15,15.0
20.93333,-87,,,,,2021-03-15,15.0
20.94167,-87,,,,,2021-03-15,15.0
20.95000,-88,,,,,2021-03-15,15.0
20.95833,-89,,,,,2021-03-15,15.0
20.96667,-90,,,,,2021-03-15,15.0
20.97500,-91,,,,,2021-03-15,15.0
20.98333,-91,,,,,2021-03-15,15.0
20.99167,-92,,,,,2021-03-15,15.0
21.00000,-93,,,,,2021-03-15,15.0
21.00833,-93,,,,,2021-03-15,15.0
21.01667,-94,,,,,2021-03-15,15.0
21.02500,-95,,,,,2021-03-15,15.0
21.03333,-95,,,,,2021-03-15,15.0
21.04167,-96,,,,,2021-03-15,15.0
21.05000,-96,,,,,2021-03-15,15.0
21.05833,-97,,,,,2021-03-15,15.0
21.06667,-97,,,,,2021-03-15,15.0
21.07500,-98,,,,,2021-03-15,15.0
21.08333,-98,,,,,2021-03-15,15.0
21.09167,-99,,,,,2021-03-15,15.0
21.10000,-99,,,,,2021-03-15,15.0
21.10833,-99,,,,,2021-03-15,15.0
21.11667,-99,,,,,2021-03-15,15.0
21.12500,-99,,,,,2021-03-15,15.0
21.13333,-99,,,,,2021-03-15,15.0
21.14167,-99,,,,,2021-03-15,15.0
21.15000,-99,,,,,2021-03-15,15.0
21.15833,-99,,,,,2021-03-15,15.0
21.16667,-98,,,,,2021-03-15,15.0
21.17500,-98,,,,,2021-03-15,15.0
21.18333,-98,,,,,2021-03-15,15.0
21.19167,-97,,,,,2021-03-15,15.0
21.20000,-96,,,,,2021-03-15,15.0
21.20833,-95,,,,,2021-03-15,15.0
21.21667,-95,,,,,2021-03-15,15.0
21.22500,-94,,,,,2021-03-15,15.0
21.23333,-93,,,,,2021-03-15,15.0
21.24167,-92,,,,,2021-03-15,15.0
21.25000,-91,,,,,2021-03-15,15.0
21.25833,-89,,,,,2021-03-15,15.0
21.26667,-88,,,,,2021-03-15,15.0
21.27500,-87,,,,,2021-03-15,15.0
21.28333,-86,,,,,2021-03-15,15.0
21.29167,-84,,,,,2021-03-15,15.0
21.30000,-83,,,,,2021-03-15,15.0
21.30833,-81,,,,,2021-03-15,15.0
21.31667,-79,,,,,2021-03-15,15.0
21.32500,-77,,,,,2021-03-15,15.0
21.33333,-75,,,,,2021-03-15,15.0
21.34167,-73,,,,,2021-03-15,15.0
21.35000,-71,,,,,2021-03-15,15.0
21.35833,-68,,,,,2021-03-15,15.0
21.36667,-66,,,,,2021-03-15,15.0
21.37500,-64,,,,,2021-03-15,15.0
21.38333,-61,,,,,2021-03-15,15.0
21.39167,-58,,,,,2021-03-15,15.0
21.40000,-55,,,,,2021-03-15,15.0
21.40833,-52,,,,,2021-03-15,15.0
21.41667,-48,,,,,2021-03-15,15.0
21.42500,-45,,,,,2021-03-15,15.0
21.43333,-42,,,,,2021-03-15,15.0
21.44167,-38,,,,,2021-03-15,15.0
21.45000,-34,,,,,2021-03-15,15.0
21.45833,-29,,,,,2021-03-15,15.0
21.46667,-24,,,,,2021-03-15,15.0
21.47500,-18,,,,,2021-03-15,15.0
21.48333,-12,,,,,2021-03-15,15.0
21.49167,-5,,,,,2021-03-15,15.0
21.50000,2,,,,,2021-03-15,15.0
21.50833,9,,,,,2021-03-15,15.0
21.51667,18,,,,,2021-03-15,15.0
21.52500,28,,,,,2021-03-15,15.0
21.53333,39,,,,,2021-03-15,15.0
21.54167,51,,,,,2021-03-15,15.0
21.55000,65,,,,,2021-03-15,15.0
21.55833,80,,,,,2021-03-15,15.0
21.56667,97,,,,,2021-03-15,15.0
21.57500,116,,,,,2021-03-15,15.0
21.58333,137,,,,,2021-03-15,15.0
21.59167,161,,,,,2021-03-15,15.0
21.60000,187,,,,,2021-03-15,15.0
21.60833,216,,,,,2021-03-15,15.0
21.61667,249,,,,,2021-03-15,15.0
21.62500,286,,,,,2021-03-15,15.0
21.63333,327,,,,,2021-03-15,15.0
21.64167,373,,,,,2021-03-15,15.0
21.65000,424,,,,,2021-03-15,15.0
21.65833,480,,,,,2021-03-15,15.0
21.66667,543,,,,,2021-03-15,15.0
21.67500,611,,,,,2021-03-15,15.0
21.68333,688,,,,,2021-03-15,15.0
21.69167,772,,,,,2021-03-15,15.0
21.70000,864,,,,,2021-03-15,15.0
21.70833,965,,,,,2021-03-15,15.0
21.71667,1075,,,,,2021-03-15,15.0
21.72500,1196,,,,,2021-03-15,15.0
21.73333,1327,,,,,2021-03-15,15.0
21.74167,1469,,,,,2021-03-15,15.0
21.75000,1623,,,,,2021-03-15,15.0
21.75833,1789,,,,,2021-03-15,15.0
21.76667,1967,,,,,2021-03-15,15.0
21.77500,2158,,,,,2021-03-15,15.0
21.78333,2361,,,,,2021-03-15,15.0
21.79167,2577,,,,,2021-03-15,15.0
21.80000,2807,,,,,2021-03-15,15.0
21.80833,3049,,,,,2021-03-15,15.0
21.81667,3305,,,,,2021-03-15,15.0
21.82500,3573,,,,,2021-03-15,15.0
21.83333,3852,,,,,2021-03-15,15.0
21.84167,4143,,,,,2021-03-15,15.0
21.85000,4444,,,,,2021-03-15,15.0
21.85833,4756,,,,,2021-03-15,15.0
21.86667,5076,,,,,2021-03-15,15.0
21.87500,5404,,,,,2021-03-15,15.0
21.88333,5738,,,,,2021-03-15,15.0
21.89167,6077,,,,,2021-03-15,15.0
21.90000,6419,,,,,2021-03-15,15.0
21.90833,6763,,,,,2021-03-15,15.0
21.91667,7107,,,,,2021-03-15,15.0
21.92500,7449,,,,,2021-03-15,15.0
21.93333,7787,,,,,2021-03-15,15.0
21.94167,8119,,,,,2021-03-15,15.0
21.95000,8443,,,,,2021-03-15,15.0
21.95833,8758,,,,,2021-03-15,15.0
21.96667,9061,,,,,2021-03-15,15.0
21.97500,9351,,,,,2021-03-15,15.0
21.98333,9626,,,,,2021-03-15,15.0
21.99167,9883,,,,,2021-03-15,15.0
22.00000,10121,,,,,2021-03-15,15.0
22.00833,10339,,,,,2021-03-15,15.0
22.01667,10536,,,,,2021-03-15,15.0
22.02500,10709,,,,,2021-03-15,15.0
22.03333,10858,,,,,2021-03-15,15.0
22.04167,10981,,,,,2021-03-15,15.0
22.05000,11080,,,,,2021-03-15,15.0
22.05833,11152,,,,,2021-03-15,15.0
22.06667,11197,,,,,2021-03-15,15.0
22.07500,11215,,,,,2021-03-15,15.0
22.08333,11207,,,,,2021-03-15,15.0
22.09167,11173,,,,,2021-03-15,15.0
22.10000,11113,,,,,2021-03-15,15.0
22.10833,11027,,,,,2021-03-15,15.0
22.11667,10917,,,,,2021-03-15,15.0
22.12500,10783,,,,,2021-03-15,15.0
22.13333,10627,,,,,2021-03-15,15.0
22.14167,10450,,,,,2021-03-15,15.0
22.15000,10254,,,,,2021-03-15,15.0
22.15833,10039,,,,,2021-03-15,15.0
22.16667,9807,,,,,2021-03-15,15.0
22.17500,9561,,,,,2021-03-15,15.0
22.18333,9301,,,,,2021-03-15,15.0
22.19167,9029,,,,,2021-03-15,15.0
22.20000,8746,,,,,2021-03-15,15.0
22.20833,8455,,,,,2021-03-15,15.0
22.21667,8157,,,,,2021-03-15,15.0
22.22500,7855,,,,,2021-03-15,15.0
22.23333,7549,,,,,2021-03-15,15.0
22.24167,7241,,,,,2021-03-15,15.0
22.25000,6932,,,,,2021-03-15,15.0
22.25833,6623,,,,,2021-03-15,15.0
22.26667,6316,,,,,2021-03-15,15.0
22.27500,6013,,,,,2021-03-15,15.0
22.28333,5714,,,,,2021-03-15,15.0
22.29167,5420,,,,,2021-03-15,15.0
22.30000,5132,,,,,2021-03-15,15.0
22.30833,4852,,,,,2021-03-15,15.0
22.31667,4578,,,,,2021-03-15,15.0
22.32500,4313,,,,,2021-03-15,15.0
22.33333,4057,,,,,2021-03-15,15.0
22.34167,3811,,,,,2021-03-15,15.0
22.35000,3573,,,,,2021-03-15,15.0
22.35833,3346,,,,,2021-03-15,15.0
22.36667,3127,,,,,2021-03-15,15.0
22.37500,2919,,,,,2021-03-15,15.0
22.38333,2722,,,,,2021-03-15,15.0
22.39167,2534,,,,,2021-03-15,15.0
22.40000,2356,,,,,2021-03-15,15.0
22.40833,2187,,,,,2021-03-15,15.0
22.41667,2028,,,,,2021-03-15,15.0
22.42500,1879,,,,,2021-03-15,15.0
22.43333,1738,,,,,2021-03-15,15.0
22.44167,1606,,,,,2021-03-15,15.0
22.45000,1482,,,,,2021-03-15,15.0
22.45833,1366,,,,,2021-03-15,15.0
22.46667,1258,,,,,2021-03-15,15.0
22.47500,1158,,,,,2021-03-15,15.0
22.48333,1064,,,,,2021-03-15,15.0
22.49167,978,,,,,2021-03-15,15.0
22.50000,897,,,,,2021-03-15,15.0
22.50833,823,,,,,2021-03-15,15.0
22.51667,754,,,,,2021-03-15,15.0
22.52500,691,,,,,2021-03-15,15.0
22.53333,632,,,,,2021-03-15,15.0
22.54167,578,,,,,2021-03-15,15.0
22.55000,528,,,,,2021-03-15,15.0
22.55833,482,,,,,2021-03-15,15.0
22.56667,440,,,,,2021-03-15,15.0
22.57500,402,,,,,2021-03-15,15.0
22.58333,367,,,,,2021-03-15,15.0
22.59167,334,,,,,2021-03-15,15.0
22.60000,304,,,,,2021-03-15,15.0
22.60833,277,,,,,2021-03-15,15.0
22.61667,252,,,,,2021-03-15,15.0
22.62500,230,,,,,2021-03-15,15.0
22.63333,209,,,,,2021-03-15,15.0
22.64167,191,,,,,2021-03-15,15.0
22.65000,174,,,,,2021-03-15,15.0
22.65833,158,,,,,2021-03-15,15.0
22.66667,144,,,,,2021-03-15,15.0
22.67500,131,,,,,2021-03-15,15.0
22.68333,119,,,,,2021-03-15,15.0
22.69167,108,,,,,2021-03-15,15.0
22.70000,98,,,,,2021-03-15,15.0
22.70833,90,,,,,2021-03-15,15.0
22.71667,81,,,,,2021-03-15,15.0
22.72500,74,,,,,2021-03-15,15.0
22.73333,67,,,,,2021-03-15,15.0
22.74167,61,,,,,2021-03-15,15.0
22.75000,56,,,,,2021-03-15,15.0
22.75833,51,,,,,2021-03-15,15.0
22.76667,46,,,,,2021-03-15,15.0
22.77500,42,,,,,2021-03-15,15.0
22.78333,38,,,,,2021-03-15,15.0
22.79167,35,,,,,2021-03-15,15.0
22.80000,32,,,,,2021-03-15,15.0
22.80833,29,,,,,2021-03-15,15.0
22.81667,26,,,,,2021-03-15,15.0
22.82500,23,,,,,2021-03-15,15.0
22.83333,21,,,,,2021-03-15,15.0
22.84167,19,,,,,2021-03-15,15.0
22.85000,17,,,,,2021-03-15,15.0
22.85833,15,,,,,2021-03-15,15.0
22.86667,13,,,,,2021-03-15,15.0
22.87500,12,,,,,2021-03-15,15.0
22.88333,11,,,,,2021-03-15,15.0
22.89167,10,,,,,2021-03-15,15.0
22.90000,9,,,,,2021-03-15,15.0
22.90833,8,,,,,2021-03-15,15.0
22.91667,7,,,,,2021-03-15,15.0
22.92500,6,,,,,2021-03-15,15.0
22.93333,5,,,,,2021-03-15,15.0
22.94167,5,,,,,2021-03-15,15.0
22.95000,4,,,,,2021-03-15,15.0
22.95833,4,,,,,2021-03-15,15.0
22.96667,3,,,,,2021-03-15,15.0
22.97500,2,,,,,2021-03-15,15.0
22.98333,2,,,,,2021-03-15,15.0
22.99167,1,,,,,2021-03-15,15.0
23.00000,1,,,,,2021-03-15,15.0
23.00833,0,,,,,2021-03-15,15.0
23.01667,-0,,,,,2021-03-15,15.0
23.02500,-1,,,,,2021-03-15,15.0
23.03333,-2,,,,,2021-03-15,15.0
23.04167,-2,,,,,2021-03-15,15.0
23.05000,-2,,,,,2021-03-15,15.0
23.05833,-2,,,,,2021-03-15,15.0
23.06667,-2,,,,,2021-03-15,15.0
23.07500,-2,,,,,2021-03-15,15.0
23.08333,-3,,,,,2021-03-15,15.0
23.09167,-3,,,,,2021-03-15,15.0
23.10000,-3,,,,,2021-03-15,15.0
23.10833,-4,,,,,2021-03-15,15.0
23.11667,-5,,,,,2021-03-15,15.0
23.12500,-5,,,,,2021-03-15,15.0
23.13333,-6,,,,,2021-03-15,15.0
23.14167,-6,,,,,2021-03-15,15.0
23.15000,-6,,,,,2021-03-15,15.0
23.15833,-6,,,,,2021-03-15,15.0
23.16667,-7,,,,,2021-03-15,15.0
23.17500,-7,,,,,2021-03-15,15.0
23.18333,-7,,,,,2021-03-15,15.0
23.19167,-8,,,,,2021-03-15,15.0
23.20000,-8,,,,,2021-03-15,15.0
23.20833,-8,,,,,2021-03-15,15.0
23.21667,-8,,,,,2021-03-15,15.0
23.22500,-8,,,,,2021-03-15,15.0
23.23333,-8,,,,,2021-03-15,15.0
23.24167,-8,,,,,2021-03-15,15.0
23.25000,-8,,,,,2021-03-15,15.0
23.25833,-9,,,,,2021-03-15,15.0
23.26667,-9,,,,,2021-03-15,15.0
23.27500,-9,,,,,2021-03-15,15.0
23.28333,-10,,,,,2021-03-15,15.0
23.29167,-10,,,,,2021-03-15,15.0
23.30000,-11,,,,,2021-03-15,15.0
23.30833,-11,,,,,2021-03-15,15.0
23.31667,-12,,,,,2021-03-15,15.0
23.32500,-12,,,,,2021-03-15,15.0
23.33333,-13,,,,,2021-03-15,15.0
23.34167,-15,,,,,2021-03-15,15.0
23.35000,-15,,,,,2021-03-15,15.0
23.35833,-16,,,,,2021-03-15,15.0
23.36667,-17,,,,,2021-03-15,15.0
23.37500,-18,,,,,2021-03-15,15.0
23.38333,-19,,,,,2021-03-15,15.0
23.39167,-20,,,,,2021-03-15,15.0
23.40000,-21,,,,,2021-03-15,15.0
23.40833,-22,,,,,2021-03-15,15.0
